RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,RAND_A_slot1,RAND_A_slot2,RAND_A_slot3,RAND_A_slot4,RAND_A_slot5,RAND_A_slot6,RAND_A_slot7,RAND_A_slot8,RAND_A_slot9,RAND_A_slot10,RAND_A_slot11,RAND_A_slot12,RAND_A_slot13,RAND_A_slot14,RAND_A_slot15,RAND_A_slot16,RAND_A_slot17,RAND_A_slot18,RAND_A_slot19,RAND_A_slot20,RAND_A_slot21,RAND_A_slot22,RAND_A_slot23,RAND_A_slot24,RAND_A_slot25,RAND_A_slot26,RAND_A_slot27,RAND_A_slot28,RAND_A_slot29,RAND_A_slot30,RAND_A_slot31,RAND_A_slot32,q20,q21,q24,q15,q14,q16,q17
581,5,10,9fb.4d.e5.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,15f0c796fd8f488232ac4382f42adc75,1585590732.36459,1964.401,SGHLIC,,7,4,9,21,8,1,3,10,28,14,12,20,31,15,13,11,19,6,32,30,25,24,17,29,23,26,2,18,16,22,5,27,3,3,1,,,,
552,5,10,8cb7.2c.4.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,9608d8ed805a7613584343e9fa3f21ab,1585589728.42884,2968.351,SGHLIC,,32,24,3,21,2,19,17,30,15,29,18,5,25,10,8,4,27,22,1,31,16,26,13,23,14,11,28,7,9,20,12,6,,,,,,,
563,5,10,73.a18.10.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR12JPSRYmPr-A8COQgWlkp0m1N18ysh0ypVNx4jFTVsMDvIvXD0I2l7Wew;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,8aa15968a3fed1c6ac0878d313859c35,1585589973.40225,2723.391,SGHMAG,,19,5,6,26,13,15,25,24,12,32,23,21,4,28,14,11,31,22,10,9,17,7,30,20,29,8,16,18,2,27,3,1,,,,,,,
565,5,10,de4.a2.2b.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,edc102e5261259800620830bc093b6b6,1585590070.49946,2626.307,RAND,,22,31,17,25,23,1,18,7,27,2,5,16,12,15,19,26,6,32,13,24,20,28,9,21,4,11,10,29,30,14,8,3,,,,,,,
566,5,10,d.e4a2.24.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2ouUhSPRwETtWhtmeyZDI88q9mSRVHbidqKQw-xIdq4HiUhyxowqr2aQ0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,f62a519a632c1b3103e083264f518c99,1585590095.35206,2601.468,SGHLIC,,27,29,17,32,9,15,20,16,21,1,3,13,2,23,4,12,8,24,26,6,31,5,30,7,25,22,18,28,11,10,19,14,,,,,,,
554,5,10,95.40e.5d.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR1vzZvnLxI_-ZtjHDM_Pxax8OxkNKjBDAmBwvQs6FOQ1o1IpupSlxm7xms;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,e1f579bb9d0c7c51bc4faa180554634d,1585589837.97306,2858.861,SGHMAG,,12,10,30,8,17,24,9,3,31,25,21,7,4,32,22,5,29,13,15,23,14,16,1,19,20,27,11,6,26,28,2,18,,,,,,,
583,5,10,6cb.65e.2.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a1664fee6a4657a584e8f3bc04ce6b8b,1585590977.69413,1806.577,SGHLIC,,18,30,14,27,17,23,8,2,11,20,16,6,1,3,29,4,5,25,24,13,12,19,7,10,9,26,22,15,21,28,32,31,,,,,,,
585,5,7,78.ac.ff3.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b46d5c9532b4eabcfa48a592bdbef86b,1585591250.51465,2143.056,SGHLIC,,21,5,31,23,18,12,25,20,15,14,13,28,22,29,10,2,3,32,30,17,4,19,6,27,1,7,8,26,9,16,11,24,3,3,1,6,2,2,1
599,5,7,8ef.25.6e.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0cTgjjPtyUzThpy7CU8vlvB1K8XpAd_dPUC-m6ayI9-z9jv9UfoqoJwzo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e76d3d658227f6934c7d69064830e0e6,1585594155.75025,366.343,SGHLIC,,27,17,15,2,13,21,11,28,32,9,8,18,12,19,31,22,20,4,23,30,26,14,1,16,29,10,7,25,6,3,5,24,3,2,9,7,1,1,2
600,5,7,977.57.a8.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,b0584ac58b0c48bdbfccb6c619bda3aa,1585594341.76384,450.995,RAND,,16,17,29,6,18,3,13,24,19,30,22,23,21,28,32,12,2,14,11,27,15,25,10,20,9,8,4,7,26,1,31,5,2,3,8,5,1,1,2
586,5,10,92.56cf.9.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2XCbaML_p20h2dF--y6wRd_0_XfPwN_nz98vFcrnLXZu50JgrxPbHx0yw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a8fec5d3eb3a0aeb248f548fdfc6d110,1585591290.94365,3511.673,SGHLIC,,14,9,3,4,6,31,32,1,23,25,12,27,8,29,18,21,10,30,28,15,11,16,26,20,24,7,2,17,22,5,19,13,,,,,,,
589,5,10,de47.4.63.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,c57268df5d9481532ef5acb1b877feb6,1585591465.11014,3337.52,ZYS,,23,7,16,12,3,14,21,5,6,32,11,20,10,29,24,4,18,22,1,9,17,28,19,30,26,8,2,25,27,13,15,31,,,,,,,
594,5,10,980a.3.5e.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,80d27309f62a82c033dc89904491a112,1585592702.75281,2099.891,RAND,,20,31,13,22,24,10,7,5,16,9,28,19,29,1,23,15,27,6,3,2,30,14,17,25,4,26,11,8,18,32,12,21,4,1,2,10,1,4,1
592,5,10,78c4.9.5f.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,34d0929ee817aaec72a19e5c613ebb83,1585592133.24884,2669.408,SGHMAG,,28,12,20,18,9,13,16,15,23,24,31,26,3,8,30,4,27,29,25,10,1,19,7,11,6,14,22,17,2,32,21,5,,,,,,,
588,5,10,925.2.dc0.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1nDki0irRUl_AS98ymD3B_iDcUjja7-Q3LbssgK8ovNEB2B03adto_GLA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,d8de78d65f1475efce9d848fa697e730,1585591435.91657,3366.753,SGHLIC,,21,1,6,22,24,7,17,9,27,15,5,30,12,16,26,10,32,18,19,23,13,31,25,11,28,2,3,29,4,8,20,14,,,,,,,
584,5,10,9.80d5.72.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR2HrxxK0OYVUGP8mxZLFDlK2C2HXBtW9_cCzXv4i6ooRjF0Gcx5nGF7Tlo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,27515a95ea2141fae2ecad076e386287,1585591038.13186,3764.55,SGHMAG,,23,22,15,8,5,3,20,25,26,12,14,28,16,7,4,29,9,21,10,19,27,2,11,6,31,32,1,18,24,30,17,13,,,,,,,
590,5,10,de4.746.3.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,805bc1d02020e93aa82b24c873113d9f,1585591465.47054,3337.224,ZYS,,22,8,27,12,31,13,19,21,25,9,32,18,1,23,4,7,17,20,30,2,11,3,10,26,24,5,28,14,6,16,29,15,,,,,,,
587,5,10,8ef.2d.f4.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,5e1ea1246d11fe02309153f40eebf3ac,1585591374.13151,3428.577,SGHMAG,,1,20,26,22,16,29,19,25,7,32,18,17,12,14,21,13,8,6,5,31,15,24,2,11,4,10,23,3,9,27,30,28,,,,,,,
591,5,10,92.5.f562.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,2faeccb3ae1e7014818e29b3bb81906b,1585591754.0293,3048.691,RAND,,19,22,31,24,26,4,2,32,21,23,28,1,10,9,7,15,5,16,27,11,6,20,8,3,18,17,14,12,25,30,13,29,,,,,,,
595,5,10,92.545.37.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1NkMGWnl5RjQM0E7XBz--NT98EhQTJbPrvKz444bnLSerJNhV-LSnM8mY;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a7399dac9ea2c261f693f8321256c41d,1585592729.12397,2073.608,SGHLIC,,30,8,22,10,12,2,24,19,15,7,9,4,31,3,32,23,6,29,5,17,13,21,14,11,27,16,18,20,28,26,1,25,,,,,,,
597,5,10,5f2.72.a2.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,c313d022083716d607180d2242e5bb90,1585593289.10717,2031.905,SGHLIC,,20,1,11,14,21,15,22,18,3,10,24,27,25,9,6,5,8,7,19,2,23,16,31,30,28,4,13,17,12,29,32,26,,,,,,,
596,5,10,71.97.4cd.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;fbclid=IwAR2vHQAJIe--1Fg72FN1ljzj3CJFnL1KbFexkwpwM_VMtJqB_Vboi9QJqgk;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,bc0186f9b5fb491726c1eaf7785afd1b,1585593014.63158,2306.393,RAND,,15,1,22,26,30,4,2,29,3,28,19,31,11,5,9,20,27,10,24,25,13,21,8,16,7,14,32,6,17,12,23,18,,,,,,,
601,5,7,7.3.60364.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR3skC5mb1GHa1SLZvUOoReg2pZUv9aECVPsUQ__OVaRJwzKyYsjIShQie0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,bf907f6900ebec345c8b12154970188c,1585594388.01725,1113.103,SGHMAG,,25,29,3,26,30,21,7,27,22,16,2,10,32,9,11,8,13,12,23,20,17,14,24,19,31,6,18,5,4,28,1,15,3,2,6,5,2,1,1
605,5,7,92.545.37.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0-600fcOWbijZeJveCav7mCMjIOgu3_k352uTkTRka4Am6cyo73deik2A;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,24a7c57604602fc774d7425e12660a3d,1585595106.48844,567.444,SGHLIC,,20,22,21,2,31,1,27,30,3,18,14,32,7,13,16,26,4,15,10,24,8,9,23,12,19,29,28,25,6,11,17,5,3,2,4,6,2,1,2
608,5,7,18.2b.922.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1YnapS33iIreqW4ptBKtw-hU5tuOBfx-68mXnBFh0kToqLSZsOmfdJZPg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,2033e2829a307a4a6fb4f53124e9f5ca,1585595245.10709,588.231,SGHLIC,,7,1,13,4,32,20,6,10,15,19,21,28,31,11,24,2,8,17,14,30,18,25,26,23,12,22,16,3,29,5,27,9,4,1,8,5,1,1,1
603,5,10,c.4e7.45c.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,188078e6f0db47670f7ba9c83fb89084,1585594734.33874,2245.003,RAND,,12,2,20,28,27,26,30,32,3,25,7,8,11,6,29,19,16,23,22,21,4,13,1,9,17,24,31,18,5,15,14,10,,,,,,,
602,5,10,c4.e7bd.0.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3L3MAbiTQmtmNeSVm3pmVtJ3eARo3VOH1wnAKi4fr9Jy5LRKx_-EmTMG0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,5366fc33444e0a42a82f66d996576a43,1585594562.52421,2416.832,SGHLIC,,27,30,31,16,10,20,5,28,4,12,22,3,1,32,25,11,29,6,17,21,24,19,15,14,18,2,8,13,26,7,23,9,3,2,8,,,,
604,5,10,93c.b0.d3.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;fbclid=IwAR2NeLOnuenqxqGeHWYx3_mI30AHlSg-ZAAh7A72D__qktcUA2eF6yjboLA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,b6918c1ba3387c9890780b44f6e50417,1585594968.6636,2010.709,RAND,,6,10,18,3,12,32,1,8,28,13,31,30,29,22,9,4,21,14,7,16,17,11,20,2,19,23,15,26,5,24,27,25,,,,,,,
598,5,10,e.465.01f.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR1XKuZwcvUBL3HVOeB_w3zImmK-9DlT6ZxaSkt-7xwT-8BW8zzKaQkKdEo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,46d65da180c2df6ee35ae025677538b9,1585593890.29725,3089.09,ZYS,,25,21,5,32,11,6,1,2,16,22,29,17,31,18,23,12,24,13,14,10,9,15,3,4,20,28,7,27,8,30,26,19,,,,,,,
606,5,10,98.aec.dd.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;fbclid=IwAR2yR65tsXIKJbwukzHuFtF9Fb4XGiSHJ0AdYen6Igv9VY1dI4-kBLEcGVw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,da6aacec568bf594f19c31b241a00e88,1585595186.28432,1835.357,RAND,,2,12,6,20,13,19,5,23,31,30,25,21,16,32,15,14,10,3,26,28,22,1,29,18,9,17,8,11,27,7,4,24,,,,,,,
607,5,10,98.0a7.ae.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3ThmwHRkVh4hybxxNxE4AfW1eUhZSGKVz4koj0zWGvFILAM-EQoTFmYiA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,ac29d436393356203664162aef615176,1585595220.34627,1801.308,SGHLIC,,26,18,15,5,22,25,30,3,28,24,17,16,10,31,32,13,21,1,8,29,14,2,4,20,12,27,11,7,9,23,19,6,,,,,,,
610,5,10,c4e.74.5c.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,eab022c9c27cb0db34d018a895cdb41b,1585595767.43496,1981.319,RAND,,3,13,18,26,28,10,31,1,8,11,24,6,21,30,9,12,20,16,25,2,32,27,19,23,22,14,7,4,5,29,15,17,,,,,,,
609,5,10,6c.b.65e3.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,9143d358420c1e025a8ab925c5042842,1585595601.64056,2147.127,RAND,,13,24,4,10,16,12,32,23,8,30,26,31,2,5,9,6,27,25,11,15,28,1,17,29,7,20,18,14,3,22,21,19,,,,,,,
615,5,7,d.e.cd945.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,9adceb7bdb70b95fc8c25839122651f4,1585597092.05443,935.392,RAND,,2,18,27,1,17,31,9,28,29,4,25,12,32,15,22,20,26,13,19,10,3,16,23,8,5,7,14,21,30,24,11,6,6,7,9,8,1,6,3
611,5,10,9a.84.afb.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;fbclid=IwAR3pykQZzyImewjHq5CpW0xcP1u7ZgCQniKRAGSEBqU81OnuexYoxlHX2X4;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,7563fdfeb6c226dbd39fe8ff37a86cba,1585596035.90377,2366.271,RAND,,5,15,13,17,24,11,26,18,23,28,1,3,32,2,16,31,22,19,14,6,21,12,25,20,30,7,29,4,9,27,8,10,,,,,,,
625,5,7,ac.349.44.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,dd9996488774af7d7de5a95b4de66a58,1585597669.57405,764.163,SGHLIC,,5,22,12,29,14,18,27,13,30,15,26,23,20,24,32,10,4,8,19,28,9,25,11,1,7,3,21,16,17,31,6,2,4,2,8,6,2,1,2
613,5,10,e.465.ff4.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,d3c51fcf9c05a12117c907326bf58697,1585596999.89288,1899.652,RAND,,28,5,7,11,9,1,31,26,4,30,23,27,13,2,20,19,16,25,3,22,15,17,8,10,12,14,6,18,32,24,21,29,,,,,,,
612,5,10,e.465.ff4.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,840406ba7a4e72622844b5dcae98cc6c,1585596984.14297,1915.416,RAND,,29,3,18,32,31,22,4,13,9,15,11,19,8,27,21,10,14,12,25,7,24,30,1,20,26,17,16,23,2,28,6,5,,,,,,,
614,5,10,7d65.1.30.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,922118dc90317a3abf218e9ed947d577,1585597029.55703,1870.016,RAND,,13,30,28,8,7,11,32,5,10,18,16,1,14,6,15,9,17,12,23,31,26,22,4,2,3,24,20,21,27,29,25,19,,,,,,,
617,5,10,9f.b48.52.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,91804459dc2efb0943ab35487e50b65a,1585597165.33659,1980.304,RAND,,16,3,20,11,28,7,31,12,24,6,30,27,21,5,14,17,19,25,22,32,29,10,8,23,1,15,4,26,2,18,9,13,,,,,,,
618,5,10,9.fb.4852.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,3cd8c4b8d332ce4b19f81cbc86cadc5d,1585597207.55694,1938.097,RAND,,4,22,32,11,25,28,31,14,30,1,29,23,27,10,8,16,2,13,15,18,6,3,12,5,19,26,9,21,24,20,7,17,,,,,,,
616,5,10,9fb.485.2.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,aa5cac1170336fff1827da2b28edcaab,1585597132.62727,2013.039,RAND,,13,30,12,2,21,29,11,9,32,8,1,20,15,7,19,16,4,5,22,24,18,25,3,17,28,10,26,27,31,14,23,6,,,,,,,
639,5,7,925.6c.17.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg7a;fbclid=IwAR2mE7ulcsXUF_ygiZA-jDC5W71iPigYce5fOeiiYFvSXgj5f_qV7WMmmEQ;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=13,9faef55ef04b19dfca8803ecf5543f5d,1585599222.92311,497.318,ZYS,,7,32,31,19,28,16,14,8,21,13,15,29,11,6,4,3,30,22,26,18,25,10,20,24,23,5,17,2,12,1,9,27,3,5,1,4,2,1,2
626,5,10,de7.6.ae3.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;fbclid=IwAR34of0gRDTFKa90XatOBCh_3O4KWCqnyYWST9HRGgvphPgH3OZJ2qWXB74;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,1f1c68efb971c090cc05dc0400430288,1585597671.08705,2130.942,RAND,,30,22,17,12,4,9,21,24,10,29,1,7,13,3,5,14,28,11,25,31,32,16,20,6,26,19,23,2,27,15,18,8,,,,,,,
620,5,10,14.f070.d.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,47233317845a3be4c35c5510134b29af,1585597483.76305,2318.279,RAND,,26,5,7,27,21,23,31,18,1,15,13,14,22,28,10,20,32,19,11,12,8,30,4,29,25,17,16,3,24,9,6,2,,,,,,,
621,5,10,7dd8.50.9.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,316a3bde07810baa81497cec9ef98aeb,1585597490.33483,2311.72,RAND,,21,1,24,8,17,30,22,6,16,14,9,31,20,2,10,19,11,25,28,29,7,18,12,4,13,27,5,26,32,3,23,15,,,,,,,
630,5,10,9e.7b.3b5.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,2f57faa69d3e345c08a182376099f553,1585597954.77574,1847.293,SGHLIC,,23,12,13,19,30,20,2,24,1,6,29,21,4,9,26,10,7,25,15,31,3,11,8,28,32,14,27,16,17,18,22,5,,,,,,,
619,5,10,e4.6.536a.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR01-xSKvlqxsOk3rVQvw8MmHDTYuc3z49aw09FHVZuqE1h2Adsj9nH3as8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,7439269eeac9cd9be2e66934b5ae9e40,1585597422.87329,2379.208,SGHLIC,,15,5,29,22,12,31,30,24,13,6,10,4,3,21,16,7,23,27,8,20,32,18,19,2,26,1,25,11,28,9,14,17,,,,,,,
623,5,10,9f.b48.52.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimg70;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=19,cc38a63f33d61a876c3d5e604aa33664,1585597621.68101,2180.413,RAND,,2,12,10,6,1,21,11,20,4,18,26,19,24,29,15,27,14,3,5,17,25,13,30,32,8,9,22,28,16,7,23,31,,,,,,,
